transcript_id,SRR17163539,SRR17163540,SRR17163541,SRR17163542,SRR17163543,SRR17163544,SRR17163545,SRR17163546,SRR17163547,SRR17163548,SRR17163549,SRR17163550
mRNA:Solyc01g005480.3.1,218,590,483,422,443,204,315,571,256,165,449,631
mRNA:Solyc01g005440.4.1,6137,5088,2898,4308,6676,2901,5216,4227,4773,2994,1751,3658
mRNA:Solyc01g005510.3.1,8,3,0,6,0,0,0,4,0,0,0,0
mRNA:Solyc01g005490.3.1,1283,1323,670,968,1618,496,1305,1219,1819,643,525,1222
mRNA:Solyc01g005530.3.1,240,623,304,531,600,82,351,625,466,128,162,509
mRNA:Solyc01g005520.4.1,4951,3650,3300,4559,3674,2517,4705,3600,3977,2404,1991,4216
mRNA:Solyc01g005540.5.1,717,1437,516,788,1284,168,870,1449,977,156,302,955
mRNA:Solyc01g005550.3.1,4918,14924,6767,11002,7437,1509,5516,12752,6171,1505,4270,11574
mRNA:Solyc01g005570.4.1,898,1464,740,1076,1483,374,904,1446,1247,474,453,984
mRNA:Solyc01g005560.3.1,12288,16308,4826,11356,35916,5060,12829,17729,27239,5055,3075,8138
mRNA:Solyc01g005590.2.1,204,1906,424,1693,633,71,444,2489,323,70,427,1864
mRNA:Solyc01g005580.2.1,1693,2130,977,1736,1835,653,1521,1485,1551,921,732,1660
mRNA:Solyc01g005600.4.1,3508,3226,2016,3026,3024,1653,2763,2892,3743,1993,1576,3121
mRNA:Solyc01g005620.3.1,9203,14267,11370,13653,10422,6792,9149,14198,10991,7669,7339,12788
mRNA:Solyc01g005670.3.1,363,492,250,350,403,122,330,487,449,191,186,561
mRNA:Solyc01g005640.4.1,2003,1465,1172,1480,1605,930,1576,1347,1681,1196,717,1469
mRNA:Solyc01g005680.4.1,460,434,290,422,317,135,340,323,490,309,180,422
mRNA:Solyc01g005710.2.1,6,33,42,24,53,2,19,104,5,2,23,57
mRNA:Solyc01g005690.4.1,4752,10046,5256,8530,6051,1895,4397,9194,5682,2408,3958,7532
mRNA:Solyc01g005750.1.1,0,0,0,0,0,0,0,4,0,0,0,0
mRNA:Solyc01g005730.3.1,3480,6840,7245,3810,636,26,164,387,2227,3651,82,391
mRNA:Solyc01g005770.3.1,10,25,35,22,0,0,0,0,26,38,0,0
mRNA:Solyc01g005780.1.1,153,393,391,234,59,8,15,77,102,124,27,79
mRNA:Solyc01g005760.3.1,1877,9141,2966,6309,794,23,257,1688,2773,916,202,853
mRNA:Solyc01g005800.3.1,95,178,265,97,358,130,107,125,27,106,113,395
mRNA:Solyc01g005787.1.1,0,0,0,0,0,0,0,107,0,0,0,0
mRNA:Solyc01g005783.1.1,18,16,17,8,14,6,16,25,17,21,15,18
mRNA:Solyc01g005790.1.1,326,408,438,318,129,145,172,347,330,335,248,252
mRNA:Solyc01g005810.3.1,5155,6199,5649,5497,2820,2355,2740,3381,3948,4629,2887,3898
mRNA:Solyc01g005820.4.1,4714,5156,5086,6345,4169,3953,4745,5184,4561,3836,5080,7107
mRNA:Solyc01g005830.4.1,1381,1901,1353,1854,1231,976,1527,1408,1038,685,1238,1928
mRNA:Solyc01g005880.1.1,11,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g005870.4.1,343,524,472,303,316,32,141,448,278,261,64,332
mRNA:Solyc01g005840.3.1,955,607,630,471,616,644,672,591,913,782,430,581
mRNA:Solyc01g005850.3.1,56,52,44,30,24,6,29,17,28,33,10,30
mRNA:Solyc01g005860.2.1,7,0,0,2,0,0,0,0,2,2,0,0
mRNA:Solyc01g005900.3.1,55,137,76,98,66,30,64,79,50,62,21,74
mRNA:Solyc01g005910.3.1,1175,1268,1000,1076,1523,477,1202,1428,1247,527,643,1034
mRNA:Solyc01g005920.3.1,299,362,294,369,309,113,273,334,211,263,140,187
mRNA:Solyc01g005930.3.1,1577,629,476,646,1259,418,1130,658,2121,739,209,606
mRNA:Solyc01g005940.4.1,4,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g005950.4.1,2717,4113,2217,3265,3077,1239,2501,3262,3186,1486,1491,2802
mRNA:Solyc01g005970.3.1,497,849,470,588,708,252,456,785,687,266,265,639
mRNA:Solyc01g005960.3.1,2311,3234,1959,2195,3874,1051,2589,3876,2923,1246,1335,2702
mRNA:Solyc01g005980.4.1,540,637,534,910,531,277,454,530,752,448,227,605
mRNA:Solyc01g005985.2.1,391,1474,646,780,947,290,715,1469,324,193,334,1139
mRNA:Solyc01g006000.3.1,1529,1908,1742,2029,1961,834,1760,2094,1559,1316,1247,2226
mRNA:Solyc01g006010.3.1,1058,1455,912,981,1472,701,1137,1503,1306,624,681,1187
mRNA:Solyc01g006050.2.1,239,61,424,235,31,2658,170,16,51,537,1615,111
mRNA:Solyc01g006055.1.1,80,106,26,115,275,49,208,175,93,35,40,119
mRNA:Solyc01g006080.2.1,0,0,0,0,0,0,0,0,0,0,4,0
mRNA:Solyc01g006070.3.1,59,167,31,93,91,8,42,32,212,0,0,50
mRNA:Solyc01g006090.3.1,97,197,106,143,268,137,262,289,181,86,123,190
mRNA:Solyc01g006040.3.1,1486,1766,1350,1541,1750,1051,1413,1756,1674,1144,1028,1729
mRNA:Solyc01g006100.4.1,301,1768,992,1443,343,178,194,1118,334,154,448,1082
mRNA:Solyc01g006110.3.1,5238,3567,4307,3713,3821,5427,4559,3731,3978,4059,5220,4306
mRNA:Solyc01g006140.4.1,599,914,743,737,467,226,271,515,765,467,256,411
mRNA:Solyc01g006120.4.1,9593,9918,8950,10046,9676,9967,10177,11054,9771,8377,8377,10415
mRNA:Solyc01g006150.3.1,687,901,254,573,862,206,484,659,1435,461,167,376
mRNA:Solyc01g006170.5.1,359,643,523,430,736,347,477,749,529,320,426,566
mRNA:Solyc01g006160.3.1,4842,4730,4858,5216,4235,3778,4210,3893,5025,4586,3409,4404
mRNA:Solyc01g006180.4.1,197,373,169,274,397,86,210,350,394,145,125,269
mRNA:Solyc01g006210.4.1,60,174,37,118,67,16,45,143,58,0,29,91
mRNA:Solyc01g006200.3.1,358,258,1001,239,588,1314,537,493,500,1303,884,444
mRNA:Solyc01g006220.3.1,314,715,447,543,392,300,323,690,377,290,422,599
mRNA:Solyc01g006190.3.1,4355,2820,3087,3391,3333,2705,4384,3038,3787,3489,1696,3200
mRNA:Solyc01g006250.2.1,205,217,96,149,145,86,158,103,146,82,91,88
mRNA:Solyc01g006240.3.1,582,343,383,432,529,381,551,555,521,422,386,508
mRNA:Solyc01g006260.4.1,158,204,163,200,205,84,177,226,177,81,127,166
mRNA:Solyc01g006230.3.1,5373,2941,2512,2517,4554,3052,5105,3317,5230,3852,1632,3011
mRNA:Solyc01g006270.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g006280.3.1,8004,14619,7785,10193,11953,6895,8910,14981,14368,5916,6791,10256
mRNA:Solyc01g006320.4.1,67,306,148,279,133,8,61,197,69,31,17,286
mRNA:Solyc01g006330.5.1,235,792,890,700,456,242,281,730,302,385,376,427
mRNA:Solyc01g006300.3.1,9306,18930,6095,11298,23732,3252,10681,16521,18156,3982,4277,9870
mRNA:Solyc01g006340.3.1,700,551,446,460,784,306,638,648,706,500,216,536
mRNA:Solyc01g006350.4.1,8357,9336,6402,7804,11243,8849,9771,11416,9003,6323,7095,9252
mRNA:Solyc01g006360.4.1,3016,4192,2475,3452,4429,3498,4310,4640,3478,2362,2877,3911
mRNA:Solyc01g006380.2.1,1,22,0,10,23,5,23,16,18,5,6,27
mRNA:Solyc01g006390.2.1,6,39,0,71,4,0,0,5,0,0,0,0
mRNA:Solyc01g006370.3.1,4162,15358,8666,12839,8099,6099,6259,16670,4275,3604,11339,14471
mRNA:Solyc01g006400.4.1,4504,16471,8664,10940,8286,3223,4310,17788,4539,4274,10631,18401
mRNA:Solyc01g006480.3.1,621,539,586,494,698,450,532,516,611,461,323,476
mRNA:Solyc01g006500.5.1,774,875,788,763,975,784,1026,1162,887,765,681,857
mRNA:Solyc01g006430.3.1,13134,27249,20199,19314,13646,10197,11538,17796,15684,13928,14474,17829
mRNA:Solyc01g006530.1.1,18,0,4,0,4,4,0,0,4,0,0,4
mRNA:Solyc01g006520.3.1,263,747,388,499,112,64,158,174,436,114,30,154
mRNA:Solyc01g006540.4.1,428,892,306,416,119,28,99,201,452,81,51,252
mRNA:Solyc01g006550.4.1,713,1352,1352,668,169,13,27,84,469,649,40,120
mRNA:Solyc01g006585.2.1,6,205,41,115,9,0,0,166,0,0,60,108
mRNA:Solyc01g006590.3.1,3,4,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g006620.3.1,26,32,0,4,9,0,0,2,62,4,0,4
mRNA:Solyc01g006510.3.1,6455,3948,2346,3108,4878,2888,5631,3415,7300,3365,1591,3200
mRNA:Solyc01g006580.4.1,0,1,3,15,36,16,30,358,0,1,226,770
mRNA:Solyc01g006555.2.1,693,1333,1393,1193,338,307,446,371,1331,989,176,515
mRNA:Solyc01g006640.1.1,9,0,22,4,0,0,20,0,3,0,0,11
mRNA:Solyc01g006630.3.1,809,1485,726,1092,1252,431,857,1588,1360,508,502,988
mRNA:Solyc01g006650.2.1,330,162,541,443,112,204,88,88,292,488,74,101
mRNA:Solyc01g006660.4.1,244,205,387,284,7,23,8,7,213,328,4,17
mRNA:Solyc01g006670.2.1,694,432,295,307,915,945,707,613,966,593,667,462
mRNA:Solyc01g006680.4.1,107,93,532,137,83,752,81,131,62,556,806,158
mRNA:Solyc01g006700.3.1,2015,2115,1665,2112,1519,1269,1733,1821,1804,1759,991,1781
mRNA:Solyc01g006710.4.1,1780,2470,1225,1765,2049,800,1282,2008,2632,1367,645,1154
mRNA:Solyc01g006740.4.1,503,456,357,434,0,0,0,0,497,203,0,0
mRNA:Solyc01g006780.4.1,645,334,379,363,407,288,462,325,630,575,125,377
mRNA:Solyc01g006720.4.1,26978,7073,15342,19086,13328,8051,18848,8418,17301,18297,4504,13668
mRNA:Solyc01g006800.4.1,4408,4721,3117,3698,6108,3490,4818,5421,5013,3220,2341,4100
mRNA:Solyc01g006810.4.1,933,1793,1251,1415,1221,277,710,2100,941,448,733,1447
mRNA:Solyc01g006820.2.1,1986,10518,5967,7159,4581,796,2155,8499,2021,1398,3303,8877
mRNA:Solyc01g006840.3.1,10,11,0,0,0,3,0,4,4,4,0,0
mRNA:Solyc01g006850.1.1,103,151,54,78,150,30,91,139,177,66,5,68
mRNA:Solyc01g006830.3.1,1182,4534,2234,3248,2640,490,1426,4642,2046,562,1487,3283
mRNA:Solyc01g006860.3.1,574,888,327,620,592,122,481,570,676,200,136,511
mRNA:Solyc01g006870.4.1,2052,2543,1759,1978,2091,820,1930,2262,2151,1472,873,1956
mRNA:Solyc01g006890.3.1,580,1623,1955,1878,781,344,514,1279,487,546,972,2004
mRNA:Solyc01g006880.4.1,4027,4643,3286,4414,5556,3204,5259,5904,4224,2203,3357,4676
mRNA:Solyc01g006920.4.1,158,153,151,90,131,47,150,169,96,67,50,113
mRNA:Solyc01g006930.3.1,1107,2897,1703,2329,1748,637,1190,3879,1126,730,1543,2844
mRNA:Solyc01g006950.3.1,87,5,191,71,589,197,432,98,85,161,153,219
mRNA:Solyc01g006940.5.1,647,1525,1031,1297,988,403,728,1572,1118,439,739,1341
mRNA:Solyc01g006900.3.1,22653,20749,15895,18607,34226,20777,26877,30574,28810,18600,15549,24602
mRNA:Solyc01g006960.3.1,2659,3907,2439,3098,3467,2562,2750,4082,3749,2020,2678,3289
mRNA:Solyc01g006970.4.1,3081,2956,2388,2575,2923,2392,2861,2951,3012,2285,2026,3385
mRNA:Solyc01g006997.2.1,1,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g006980.4.1,1367,3355,1835,2806,2486,1152,1564,3297,2066,941,1603,2907
mRNA:Solyc01g006990.4.1,1941,1700,1734,1498,1601,1588,1320,1610,1995,2765,1139,1275
mRNA:Solyc01g007010.2.1,2037,1807,3921,1218,780,61,213,174,487,2785,139,378
mRNA:Solyc01g007050.4.1,14,7,0,0,8,0,9,14,16,0,0,0
mRNA:Solyc01g007060.3.1,524,718,291,403,810,188,589,649,926,305,160,423
mRNA:Solyc01g007030.3.1,1515,545,2319,473,1560,104,272,144,259,2679,174,342
mRNA:Solyc01g007040.4.1,2000,676,2768,673,2683,190,499,243,289,3389,275,674
mRNA:Solyc01g007080.3.1,18,289,20,58,48,0,0,66,38,11,14,21
mRNA:Solyc01g007070.3.1,16578,15715,11249,14090,18464,5920,14029,16200,17894,8042,7063,16394
mRNA:Solyc01g007090.1.1,8,37,8,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g007100.3.1,3912,4079,4385,4874,3551,2958,3901,5145,3459,3172,3280,5281
mRNA:Solyc01g007110.3.1,3275,2217,4430,2472,5037,2715,3254,2286,2829,5146,1495,2637
mRNA:Solyc01g007120.3.1,2220,1798,1285,1759,2299,1309,2168,1957,2007,1274,1158,1711
mRNA:Solyc01g007140.3.1,260,551,143,399,746,174,482,726,507,116,181,415
mRNA:Solyc01g007130.3.1,2525,8403,5685,7694,3346,1456,2922,8354,3102,1459,3166,7016
mRNA:Solyc01g007160.5.1,10,67,18,59,28,11,0,55,23,9,23,36
mRNA:Solyc01g007170.4.1,97,373,204,450,140,19,125,263,62,36,94,315
mRNA:Solyc01g007180.3.1,200,189,189,139,186,122,155,169,305,232,143,120
mRNA:Solyc01g007200.2.1,9,58,13,23,0,0,0,0,0,3,0,8
mRNA:Solyc01g007150.3.1,4508,9932,4350,7404,6213,1626,4215,6931,6838,2674,2465,5783
mRNA:Solyc01g007220.5.1,1816,1990,1660,1198,4438,660,2116,2475,1780,1103,752,2654
mRNA:Solyc01g007240.3.1,3,6,10,4,7,6,10,13,2,24,0,5
mRNA:Solyc01g007250.5.1,684,635,550,574,1198,609,871,1011,699,549,715,1042
mRNA:Solyc01g007260.3.1,691,671,531,751,642,329,393,514,634,411,151,570
mRNA:Solyc01g007267.1.1,303,323,143,295,297,170,215,347,368,145,182,357
mRNA:Solyc01g007750.3.1,394,426,312,354,344,278,343,375,274,327,370,381
mRNA:Solyc01g007760.3.1,603,986,498,755,903,451,657,1144,722,439,441,869
mRNA:Solyc01g007770.2.1,728,368,441,555,637,263,728,357,788,454,149,502
mRNA:Solyc01g007780.4.1,387,170,130,149,353,88,292,150,182,144,56,251
mRNA:Solyc01g007800.3.1,8,129,11,40,87,17,75,300,12,0,47,194
mRNA:Solyc01g007810.1.1,15,122,13,24,19,0,4,70,40,0,0,26
mRNA:Solyc01g007830.2.1,29,11,13,9,21,45,9,8,18,36,16,8
mRNA:Solyc01g007790.4.1,965,868,607,775,1030,433,987,1145,1042,506,374,944
mRNA:Solyc01g007840.3.1,597,635,1514,677,452,5056,659,602,805,1753,4699,767
mRNA:Solyc01g007850.2.1,922,990,865,676,1269,716,1085,1117,1428,835,653,849
mRNA:Solyc01g007870.3.1,0,78,13,39,23,17,27,30,4,10,0,22
mRNA:Solyc01g007860.3.1,9536,10855,9523,9171,8635,8341,7763,9769,9976,10133,6809,7964
mRNA:Solyc01g007880.4.1,1337,1762,1224,1513,1414,684,1080,1737,1484,813,830,1282
mRNA:Solyc01g007890.3.1,462,369,497,297,420,55,360,378,369,268,89,296
mRNA:Solyc01g150101.2.1,271,411,380,681,229,59,199,252,195,149,160,408
mRNA:Solyc01g007910.3.1,2286,3011,1762,2523,3802,1853,2770,3523,3041,1397,1775,3164
mRNA:Solyc01g007940.4.1,0,0,0,0,0,0,0,0,0,15,0,0
mRNA:Solyc01g007920.2.1,1993,1344,742,1036,1841,1130,2091,1907,1814,924,773,1355
mRNA:Solyc01g007930.5.1,450,778,757,619,609,765,520,744,670,746,836,611
mRNA:Solyc01g007970.3.1,34,25,23,32,0,0,0,0,34,10,0,0
mRNA:Solyc01g007960.3.1,126,23,24,64,89,36,37,27,118,58,13,32
mRNA:Solyc01g007950.5.1,572,268,188,371,316,56,353,123,548,140,74,160
mRNA:Solyc01g007980.4.1,1403,2841,1816,2750,1781,285,947,2080,1510,702,681,1935
mRNA:Solyc01g007990.4.1,1398,1184,1474,1583,1081,696,1346,1037,1017,1022,1299,1814
mRNA:Solyc01g008040.1.1,66,25,114,29,81,22,49,39,15,65,42,59
mRNA:Solyc01g008050.4.1,98,208,123,124,28,20,60,128,41,25,21,123
mRNA:Solyc01g008000.3.1,16879,20748,19430,20762,7951,6328,6766,9860,16849,16145,6633,9398
mRNA:Solyc01g008010.3.1,768,739,511,765,869,232,781,1042,864,389,186,980
mRNA:Solyc01g008020.5.1,1991,3330,1620,2113,2903,1298,2015,3497,3184,1448,1254,2260
mRNA:Solyc01g008060.3.1,1722,2497,1451,1955,2823,1522,2131,3319,2244,1357,1639,2308
mRNA:Solyc01g008070.4.1,7403,2819,2811,2371,4075,5600,5397,2329,7538,5819,2060,2380
mRNA:Solyc01g008080.3.1,10087,10883,11793,11929,8544,8035,7915,8920,9867,11055,8053,8305
mRNA:Solyc01g008090.4.1,2659,3305,1991,2904,3016,1773,2549,2851,2727,1782,1617,2929
mRNA:Solyc01g008100.3.1,806,1946,936,1618,1610,490,785,2687,1329,535,776,1650
mRNA:Solyc01g008110.5.1,6261,25939,9771,21677,18226,4747,8076,52090,10891,4632,17986,43844
mRNA:Solyc01g008130.4.1,140,334,122,247,107,43,117,253,206,51,77,176
mRNA:Solyc01g008150.1.1,3,18,10,10,9,4,15,16,6,0,0,19
mRNA:Solyc01g008160.4.1,656,978,875,917,815,525,734,1087,778,463,539,855
mRNA:Solyc01g008120.4.1,4818,6368,3956,4691,5579,4710,4685,5971,5809,3596,3895,5197
mRNA:Solyc01g008140.4.1,2386,3841,3482,3939,2164,1635,1981,3149,2560,1863,2235,2772
mRNA:Solyc01g008170.3.1,1834,2387,1866,2168,2153,1236,1782,2361,2471,1516,1306,2024
mRNA:Solyc01g008180.3.1,503,2048,648,1290,1326,251,529,2174,887,317,489,1271
mRNA:Solyc01g008190.5.1,312,341,214,270,291,328,287,324,375,319,271,264
mRNA:Solyc01g008200.3.1,170,208,178,170,180,181,180,188,201,233,149,163
mRNA:Solyc01g008220.3.1,249,293,248,166,351,81,197,81,170,292,58,104
mRNA:Solyc01g008230.5.1,3466,5005,4931,4540,3306,3181,3193,5180,3105,3278,3781,4625
mRNA:Solyc01g008250.3.1,1577,1560,2667,2221,840,1135,1118,1293,1322,1507,1298,1745
mRNA:Solyc01g008260.5.1,1017,824,1004,851,714,745,865,542,939,942,553,586
mRNA:Solyc01g008270.3.1,755,1208,839,964,1050,791,766,1012,883,640,745,1080
mRNA:Solyc01g008300.2.1,60,29,16,33,406,203,175,286,69,65,195,115
mRNA:Solyc01g008290.3.1,575,896,527,686,775,389,709,810,794,340,377,590
mRNA:Solyc01g008330.5.1,1853,4225,1831,3297,3063,1438,2206,4593,2645,1116,1722,3900
mRNA:Solyc01g008320.3.1,9379,3888,8213,5582,5697,11941,9820,5192,5883,9925,11686,8467
mRNA:Solyc01g008340.3.1,461,921,487,738,906,369,701,937,745,173,453,742
mRNA:Solyc01g008360.3.1,1908,1903,1918,1768,1717,1978,1655,2069,1806,1948,1763,1746
mRNA:Solyc01g008410.3.1,7,0,7,0,130,9,24,26,0,4,21,48
mRNA:Solyc01g008390.3.1,0,2,2,2,456,28,93,96,3,10,53,185
mRNA:Solyc01g161350.1.1,10,14,0,16,12,0,15,5,10,4,0,0
mRNA:Solyc01g008400.3.1,20,7,0,18,16,5,11,21,33,5,2,19
mRNA:Solyc01g008420.3.1,240,76,61,127,306,113,282,52,120,91,120,183
mRNA:Solyc01g008370.4.1,6682,7723,6599,7096,5725,4707,4558,6598,6898,6402,3937,5141
mRNA:Solyc01g008450.1.1,21,44,27,68,38,49,15,24,26,23,6,30
mRNA:Solyc01g008440.3.1,1999,1643,1750,2330,2312,2819,3409,2475,1679,1458,2524,3256
mRNA:Solyc01g008460.3.1,623,633,606,595,943,558,887,822,818,655,480,751
mRNA:Solyc01g008470.3.1,492,603,481,606,482,354,274,597,501,370,376,455
mRNA:Solyc01g008480.4.1,1075,1421,811,905,1710,667,1222,1765,1306,803,615,1161
mRNA:Solyc01g008500.4.1,32,40,13,30,53,8,16,26,38,24,11,12
mRNA:Solyc01g008490.4.1,1055,921,964,831,1240,428,1047,1174,1061,811,440,934
mRNA:Solyc01g008520.3.1,161,298,342,211,235,230,203,299,169,128,416,338
mRNA:Solyc01g008540.4.1,0,0,0,0,0,3,0,0,0,0,0,0
mRNA:Solyc01g008510.3.1,7976,1265,6560,3298,1208,12951,5023,1102,2104,9162,9910,4154
mRNA:Solyc01g008530.3.1,1451,2190,1652,1677,1632,820,1278,1962,1760,1067,995,1597
mRNA:Solyc01g008550.4.1,6690,8446,6448,8309,6337,3839,4304,6638,8537,5878,3825,4975
mRNA:Solyc01g008620.5.1,25,94,4,73,646,15,60,123,52,0,58,95
mRNA:Solyc01g008560.3.1,1640,1449,2159,1556,2428,884,1921,1725,1446,1604,1093,2162
mRNA:Solyc01g008640.5.1,4,0,0,0,0,0,0,0,5,0,0,0
mRNA:Solyc01g008650.3.1,4,0,0,0,9,10,12,0,0,0,16,0
mRNA:Solyc01g008600.5.1,567,1794,685,1177,1595,239,689,2195,595,231,669,1529
mRNA:Solyc01g008670.5.1,63,170,56,97,33,11,19,92,141,19,43,93
mRNA:Solyc01g008690.3.1,4,14,0,0,0,0,0,8,70,2,0,0
mRNA:Solyc01g008660.4.1,456,383,686,528,370,1185,523,397,352,571,1816,508
mRNA:Solyc01g008740.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g008730.3.1,1048,948,630,934,1354,500,1153,1260,1341,643,484,1157
mRNA:Solyc01g008760.4.1,410,398,264,306,277,165,224,296,429,321,158,280
mRNA:Solyc01g008770.3.1,2283,4685,1949,3266,3399,1202,2322,4690,2796,922,2032,3540
mRNA:Solyc01g008790.4.1,248,3304,868,1677,2667,283,594,5220,955,128,1117,2372
mRNA:Solyc01g008800.3.1,1321,1602,872,1129,1427,400,934,1100,1965,609,801,791
mRNA:Solyc01g008780.3.1,6477,3238,4673,5181,2765,4979,4991,3118,4116,5543,3414,4581
mRNA:Solyc01g008810.3.1,774,774,663,666,592,550,489,681,902,978,430,582
mRNA:Solyc01g008830.2.1,171,276,87,136,518,43,229,1253,245,39,119,483
mRNA:Solyc01g008820.3.1,1332,1502,952,1175,2035,1107,1477,1645,1700,968,873,1373
mRNA:Solyc01g008840.3.1,4293,3737,2033,3021,4923,2083,3606,4004,4933,2454,1410,3102
mRNA:Solyc01g008890.4.1,1062,988,1067,913,850,730,971,1055,1141,994,835,1191
mRNA:Solyc01g008900.4.1,294,453,303,311,425,258,305,454,331,183,251,491
mRNA:Solyc01g008910.2.1,174,260,139,220,179,94,178,230,182,139,115,224
mRNA:Solyc01g008850.4.1,6409,3642,3704,2442,7722,3659,7065,3876,10576,6572,1317,2923
mRNA:Solyc01g008940.2.1,8,10,0,0,16,0,4,11,7,10,0,0
mRNA:Solyc01g008930.4.1,1441,1446,1420,1676,1276,502,1310,1031,1088,782,594,1394
mRNA:Solyc01g008960.3.1,19072,35778,27946,33482,23288,18775,18673,31881,20963,16863,23264,29301
mRNA:Solyc01g008980.3.1,459,379,313,276,465,461,474,430,352,437,288,380
mRNA:Solyc01g008990.4.1,984,955,719,781,849,577,670,814,972,668,570,967
mRNA:Solyc01g009000.3.1,1520,1637,1130,1112,1735,995,1179,1360,2245,1129,828,1196
mRNA:Solyc01g008970.4.1,12494,13816,8415,10416,11132,6793,9998,13074,14162,8684,5306,8224
mRNA:Solyc01g009010.3.1,1979,1715,1432,1934,2424,1251,2044,2212,2711,1157,969,1911
mRNA:Solyc01g009020.5.1,1578,1735,1862,1664,1707,1247,1321,1401,2454,1941,1037,1286
mRNA:Solyc01g009030.5.1,1138,1571,842,1254,1813,710,1432,1508,1263,566,785,1583
mRNA:Solyc01g009050.3.1,2525,2880,2217,2393,3378,2594,2910,3536,3480,2241,1838,2502
mRNA:Solyc01g009060.3.1,1424,1766,1455,1662,2173,2262,2341,2178,1601,1354,1787,2113
mRNA:Solyc01g009070.3.1,920,1050,445,610,1095,211,721,1044,1398,534,208,553
mRNA:Solyc01g009080.5.1,1148,1180,946,1341,841,590,1107,965,817,637,666,1449
mRNA:Solyc01g009090.3.1,5441,5281,4674,4467,5696,5173,5033,5703,5824,4932,3703,5091
mRNA:Solyc01g009100.5.1,2300,3718,2454,3329,3119,1638,2273,2927,2956,1874,1992,2993
mRNA:Solyc01g009120.3.1,968,780,503,518,1057,717,973,829,1090,561,458,535
mRNA:Solyc01g009145.2.1,335,532,371,494,523,226,366,560,403,206,385,617
mRNA:Solyc01g009160.2.1,2128,1062,1987,804,4373,1652,1626,861,723,3299,952,1254
mRNA:Solyc01g009170.4.1,5763,13252,6084,7803,7909,4480,4702,12701,8994,4946,5403,6820
mRNA:Solyc01g009190.3.1,4,4,0,7,2,28,0,0,0,16,0,0
mRNA:Solyc01g009210.2.1,10,0,0,4,2,3,0,0,12,8,2,3
mRNA:Solyc01g009220.3.1,187,102,62,96,102,67,86,141,178,133,56,93
mRNA:Solyc01g009180.4.1,2455,2544,1272,2019,3149,977,2528,2865,3154,991,783,1944
mRNA:Solyc01g009240.4.1,159,229,146,126,103,66,108,63,149,121,30,105
mRNA:Solyc01g009245.1.1,174,232,317,451,128,68,131,199,100,112,124,268
mRNA:Solyc01g009250.3.1,35,47,7,16,22,4,33,35,23,17,4,36
mRNA:Solyc01g009260.1.1,80,61,49,27,55,39,62,28,74,42,15,24
mRNA:Solyc01g009270.1.1,36,12,37,25,23,14,34,20,15,7,29,29
mRNA:Solyc01g009230.4.1,1998,3284,868,1961,2437,636,1665,2735,2943,739,549,1605
mRNA:Solyc01g009280.4.1,3194,4399,2395,3631,3766,2244,3244,4507,3591,2252,2118,3535
mRNA:Solyc01g009290.5.1,1504,1298,1033,1324,1515,1099,1450,1414,1681,1169,912,1308
mRNA:Solyc01g009300.3.1,4210,9105,4792,7334,7429,1778,3964,10279,7470,2687,3240,8787
mRNA:Solyc01g009330.1.1,3,0,0,0,0,0,0,0,4,0,0,0
mRNA:Solyc01g009340.5.1,151,298,78,214,156,14,75,164,135,46,71,213
mRNA:Solyc01g009370.2.1,37,0,23,4,16,30,35,14,18,8,0,24
mRNA:Solyc01g009310.3.1,5686,10613,6344,8618,10536,4571,5158,11154,9489,4345,6295,10216
mRNA:Solyc01g009380.3.1,1336,1151,1005,987,1633,982,1226,1291,1448,968,812,1106
mRNA:Solyc01g009390.4.1,1463,876,670,715,965,774,1143,972,1120,873,652,883
mRNA:Solyc01g009420.5.1,14125,21336,16996,18182,14732,11029,11023,21945,19551,12636,13932,20507
mRNA:Solyc01g163030.1.1,4,0,0,6,0,0,3,0,0,9,0,0
mRNA:Solyc01g009470.2.1,4,0,0,0,0,0,15,0,0,8,0,0
mRNA:Solyc01g009480.5.1,0,0,0,0,15,0,12,0,8,0,4,0
mRNA:Solyc01g163020.1.1,3,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g009443.2.1,1716,1691,1260,1356,2178,2203,2265,2207,2086,1538,1872,2192
mRNA:Solyc01g009447.1.1,577,771,537,740,584,380,494,575,592,419,467,587
mRNA:Solyc01g009430.3.1,12570,4870,5481,4814,12389,5093,10293,7657,18367,10878,2752,6233
mRNA:Solyc01g009500.4.1,570,761,453,716,666,146,608,753,746,239,232,671
mRNA:Solyc01g009530.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc01g163040.1.1,9,2,8,0,0,0,0,0,0,18,0,0
mRNA:Solyc01g009580.2.1,0,0,0,0,0,0,0,0,14,3,0,0
mRNA:Solyc01g009565.1.1,185,484,303,278,332,31,149,563,373,90,55,169
mRNA:Solyc01g009610.3.1,332,909,474,706,657,149,335,1089,470,189,338,746
